file_path,alpha,beta,k,measurement,runtime,score
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,45,2,0.5940251350402832,22763
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,45,3,0.5668110847473145,22799
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,45,4,0.5477049350738525,23731
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,45,5,0.5713527202606201,23272
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,60,1,0.5490560531616211,22742
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,60,2,0.5575199127197266,21837
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,60,3,0.5817840099334717,23900
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,60,4,0.5674149990081787,22277
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,60,5,0.5163981914520264,21840
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,15,1,0.4353790283203125,26399
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,15,2,0.45862913131713867,26362
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,15,3,0.43814778327941895,26161
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,15,4,0.4655280113220215,26931
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,15,5,0.46404504776000977,26865
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,30,1,0.5455591678619385,24052
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,30,2,0.5796852111816406,23919
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,30,3,0.554405927658081,23876
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,30,4,0.5348031520843506,23913
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,30,5,0.539003849029541,23792
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,45,1,0.6367340087890625,23784
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,45,2,0.6117939949035645,23785
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,45,3,0.5879709720611572,23745
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,45,4,0.6175239086151123,23426
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,45,5,0.602532148361206,23129
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,60,1,0.5993878841400146,23691
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,60,2,0.5892179012298584,23550
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,60,3,0.660611629486084,23522
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,60,4,0.6103062629699707,23487
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.80,60,5,0.6143491268157959,23496
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,15,1,0.6613659858703613,26168
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,15,2,1.9074230194091797,27547
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,15,3,0.7022039890289307,26527
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,15,4,0.5199248790740967,24960
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,15,5,1.0937011241912842,26648
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,30,1,0.43309903144836426,23118
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,30,2,0.3866448402404785,21885
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,30,3,0.4326741695404053,22350
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,30,4,0.9440209865570068,25287
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,30,5,0.4153730869293213,23269
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,45,1,0.4783000946044922,21695
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,45,2,0.7117710113525391,22550
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,45,3,0.69632887840271,23199
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,45,4,0.44591593742370605,22206
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,45,5,0.5909430980682373,22498
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,60,1,0.44236111640930176,21623
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,60,2,0.7083950042724609,22606
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,60,3,0.5582940578460693,22247
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,60,4,0.6171200275421143,22761
data/inst_tuning/heur059_n_300_m_7867.txt,.80,1.00,60,5,0.5502161979675293,22553
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,15,1,0.4416007995605469,26296
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,15,2,0.45044612884521484,26852
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,15,3,0.4420332908630371,26703
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,15,4,0.44252514839172363,26383
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,15,5,0.4632408618927002,26580
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,30,1,0.4933969974517822,23154
